Arttırılabilir Azami Bellek,Bağlantılar,Cihaz Ağırlığı,Dokunmatik Ekran,Ekran Boyutu,Ekran Kartı,Ekran Kartı Bellek Tipi,Ekran Kartı Gücü,Ekran Kartı Hafızası,Ekran Kartı Tipi,Ekran Yenileme Hızı,Garanti Süresi,Garanti Tipi,Hard Disk Kapasitesi,Kapasite,Klavye,Kullanım Amacı,Maksimum İşlemci Hızı (GHz),Menşei,Panel Tipi,Price,Ram (Sistem Belleği),Ram (Sistem Belleği) Tipi,Renk,SSD Kapasitesi,Temel İşlemci Hızı (GHz),Title,Çözünürlük,Çözünürlük Standartı,İşlemci Modeli,İşlemci Nesli,İşlemci Tipi,İşlemci Çekirdek Sayısı,İşletim Sistemi,Şarjlı Kullanım Süresi
64 GB,USB - Bluetooth - HDMI,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4060,GDDR6,N/A,8 GB,Harici,144 Hz,2 Yıl,Casper Türkiye Garantili,HDD Yok,N/A,Q Türkçe (RGB Aydınlatmalı),Oyun,N/A,N/A,IPS,62.599 TL,64 GB,DDR4,Gri,4 TB,N/A,Excalibur G870.1362-ENB0X-B INTEL CORE i7 12700H 64GB RAM 4TB NVMe SSD 8GB RTX4060 DOS GAMING LAPTOP,1920 x 1080,Full HD (FHD),13620H,13. Nesil,Intel Core i7,10,Free Dos,N/A
N/A,USB - Bluetooth - HDMI,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 4060,GDDR6,N/A,8 GB,Harici,165 Hz,2 Yıl,İthalatçı Garantili,1 TB,N/A,Q İngilizce,Oyun,+5,N/A,IPS,,32 GB,DDR5,Siyah,2 TB,1.6,"Omen 16-WF008300TT A7QR00TT09 i9-13900HX 32GB 1TBSSD+2TBSSD RTX4060 16.1"" FHD W11H Dizüstü Bilgis",1920 x 1080,Full HD (FHD),13900HX,13. Nesil,Intel Core i9,24,Windows,N/A
64 GB,USB - Bluetooth - HDMI,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4050,GDDR6,N/A,6 GB,Harici,144 Hz,2 Yıl,MSI Türkiye Garantili,HDD Yok,N/A,Q Türkçe + Numerik (Aydınlatmalı),Oyun,4.9,N/A,IPS,,64 GB,DDR5,Siyah,1 TB,1.8,"Cyborg 15 A13VE7 i7-13620H 64GB 1TB SSD RTX4050/6GB 15.6"" FHD 144HZ FDOS & PER4 ÇANTA",1920 x 1080,Full HD (FHD),13620H,13. Nesil,Intel Core i7,16,Free Dos,N/A
64 GB,USB - Bluetooth - HDMI,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 3050,GDDR6,N/A,4 GB ve altı,Harici,144 Hz,2 Yıl,Resmi Distribütör Garantili,HDD Yok,N/A,Q Türkçe + Numerik (Aydınlatmalı),Oyun,4.4,N/A,IPS,30.604 TL,8 GB,DDR4,Koyu Gri,256 GB,N/A,"Victus Gaming 15-FA0011NT i5 12450H 8GB 256 GB SSD RTX3050 W11PRO 15.6"" 144Hz FHD 80D33EA-T09",1920 x 1080,Full HD (FHD),12450H,12. Nesil,Intel Core i5,8,Windows,N/A
64 GB,USB - Bluetooth - HDMI,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 3050,GDDR6,N/A,4 GB ve altı,Harici,144 Hz,2 Yıl,Resmi Distribütör Garantili,HDD Yok,N/A,Q Türkçe + Numerik (Aydınlatmalı),Oyun,4.4,N/A,IPS,34.159 TL,40 GB,DDR4,Koyu Gri,512 GB,N/A,"Victus Gaming 15-FA0011NT i5 12450H 40GB 512 GB SSD RTX3050 W11PRO 15.6"" 144Hz FHD 80D33EA-T58",1920 x 1080,Full HD (FHD),12450H,12. Nesil,Intel Core i5,8,Windows,N/A
64 GB,USB - Bluetooth - HDMI,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 3050,GDDR6,N/A,4 GB ve altı,Harici,144 Hz,2 Yıl,Resmi Distribütör Garantili,HDD Yok,N/A,Q Türkçe + Numerik (Aydınlatmalı),Oyun,4.4,N/A,IPS,38.524 TL,48 GB,DDR4,Koyu Gri,2 TB,N/A,"Victus Gaming 15-FA0011NT i5 12450H 48 GB 2 TB SSD RTX3050 W11PRO 15.6"" 144Hz FHD 80D33EA-T72",1920 x 1080,Full HD (FHD),12450H,12. Nesil,Intel Core i5,8,Windows,N/A
64 GB,USB - Bluetooth - HDMI,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 3050,GDDR6,N/A,4 GB ve altı,Harici,144 Hz,2 Yıl,Resmi Distribütör Garantili,HDD Yok,N/A,Q Türkçe + Numerik (Aydınlatmalı),Oyun,4.4,N/A,IPS,31.729 TL,16 GB,DDR4,Koyu Gri,1 TB,N/A,"Victus Gaming 15-FA0011NT i5 12450H 16GB 1 TB SSD RTX3050 Freedos 15.6"" 144Hz FHD 80D33EA-T15",1920 x 1080,Full HD (FHD),12450H,12. Nesil,Intel Core i5,8,Free Dos,N/A
64 GB,USB - Bluetooth - HDMI,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 3050,GDDR6,N/A,4 GB ve altı,Harici,144 Hz,2 Yıl,Resmi Distribütör Garantili,HDD Yok,N/A,Q Türkçe + Numerik (Aydınlatmalı),Oyun,4.4,N/A,IPS,32.944 TL,40 GB,DDR4,Koyu Gri,512 GB,N/A,"Victus Gaming 15-FA0011NT i5 12450H 40GB 512 GB SSD RTX3050 Freedos 15.6"" 144Hz FHD 80D33EA-T50",1920 x 1080,Full HD (FHD),12450H,12. Nesil,Intel Core i5,8,Free Dos,N/A
64 GB,USB - Bluetooth - HDMI,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 3050,GDDR6,N/A,4 GB ve altı,Harici,144 Hz,2 Yıl,Resmi Distribütör Garantili,HDD Yok,N/A,Q Türkçe + Numerik (Aydınlatmalı),Oyun,4.4,N/A,IPS,34.294 TL,48 GB,DDR4,Koyu Gri,256 GB,N/A,"Victus Gaming 15-FA0011NT i5 12450H 48 GB 256 GB SSD RTX3050 W11PRO 15.6"" 144Hz FHD 80D33EA-T69",1920 x 1080,Full HD (FHD),12450H,12. Nesil,Intel Core i5,8,Windows,N/A
64 GB,USB - Bluetooth - HDMI,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 3050,GDDR6,N/A,4 GB ve altı,Harici,144 Hz,2 Yıl,Resmi Distribütör Garantili,HDD Yok,N/A,Q Türkçe + Numerik (Aydınlatmalı),Oyun,4.4,N/A,IPS,32.044 TL,40 GB,DDR4,Koyu Gri,256 GB,N/A,"Victus Gaming 15-FA0011NT i5 12450H 40GB 256 GB SSD RTX3050 Freedos 15.6"" 144Hz FHD 80D33EA-T49",1920 x 1080,Full HD (FHD),12450H,12. Nesil,Intel Core i5,8,Free Dos,N/A
64 GB,USB - Bluetooth - HDMI,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4070,GDDR6,N/A,8 GB,Harici,144 Hz,2 Yıl,Resmi Distribütör Garantili,HDD Yok,N/A,Q Türkçe + Numerik (RGB Aydınlatmalı),Oyun,N/A,N/A,IPS,,64 GB,DDR5,Siyah,1 TB,N/A,"TUF Gaming A15 FA507UI-LP125A11 Ryzen9 8945HS 64GB 1TBSSD RTX4070 15.6"" FullHD FreeDOS Taşınabi",1920 x 1080,Full HD (FHD),8945HS,8. Nesil,AMD Ryzen 9,8,Linux,N/A
64 GB,USB - Bluetooth - HDMI,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4070,GDDR6,N/A,8 GB,Harici,144 Hz,2 Yıl,Resmi Distribütör Garantili,HDD Yok,N/A,Q Türkçe + Numerik (RGB Aydınlatmalı),Oyun,N/A,N/A,IPS,,64 GB,DDR5,Siyah,1 TB,N/A,"Tuf Gaming A15 Fa507ui-lp125a18 Ryzen9 8945hs 64gb 1tbssd Rtx4070 15.6"" Fullhd W11p Bilgisayar",1920 x 1080,Full HD (FHD),8945HS,8. Nesil,AMD Ryzen 9,8,Windows,N/A
N/A,USB - Bluetooth - HDMI,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 3050,GDDR6,N/A,4 GB ve altı,Harici,144 Hz,2 Yıl,HP Türkiye Garantili,HDD Yok,N/A,Q Türkçe + Numerik (Aydınlatmalı),Oyun,4.4,N/A,IPS,37.999 TL,32 GB,DDR4,siyah,512 GB,N/A,"Victus Gaming 15-fa0011nt Intel Core I5 12450h 32gb 512gb Ssd Rtx3050 Windows 10 Home 15.6"" 144hz",1920 x 1080,Full HD (FHD),12450H,12. Nesil,Intel Core i5,8,Windows,4-6 Saat
N/A,USB - Bluetooth - HDMI,2 - 4 kg,Yok,"15,6 inç",Dahili Ekran Kartı,Belirtilmemiş,N/A,Paylaşımlı,Dahili,Belirtilmemiş,2 Yıl,Lenovo Türkiye Garantili,HDD Yok,N/A,Q Türkçe + Numerik (RGB Aydınlatmalı),Ofis - İş,5.0,N/A,IPS,29.999 TL,12 GB,DDR4,KOYU GRİ-SİYAH,2 TB,3.7,"V15 G4 Intel Core i7 1355U 12gb Ram 2Tb Ssd Freedos 15.6"" Full HD Freedos Notebook",1920 x 1080,Full HD (FHD),1355U,13. Nesil,Intel Core i7,12+,Free Dos,N/A
N/A,USB - Bluetooth - HDMI,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 4070,GDDR6,N/A,8 GB,Harici,144 Hz,2 Yıl,Resmi Distribütör Garantili,HDD Yok,N/A,Q Türkçe + Numerik (RGB Aydınlatmalı),Oyun,N/A,N/A,IPS,,64 GB,DDR5,Koyu mavi,1 TB,N/A,"Victus 16-R0007NT 7P6B3EA05 i7-13700H 64GB 1TBSSD RTX4070 16.1"" FullHD FreeDOS Taşınabilir Bilgis",1920 x 1080,Full HD (FHD),13700H,13. Nesil,Intel Core i7,14,Free Dos,N/A
64 GB,USB - Bluetooth - HDMI,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4060,GDDR6,N/A,8 GB,Harici,144 Hz,2 Yıl,Asus Türkiye Garantili,HDD Yok,N/A,Q Türkçe + Numerik (Aydınlatmalı),Oyun,N/A,N/A,IPS,,32 GB,DDR5,Siyah,1 TB,N/A,"TUF Gaming A15 R7 7435HS 32GB 1TB SSD RTX4060/8GB 144Hz 15.6"" FHD FDOS & PER4 ÇANTA",1920 x 1080,Full HD (FHD),7435HS,7. Nesil,AMD Ryzen 7,16,Free Dos,N/A
32 GB,USB - Bluetooth - HDMI,2 kg ve altı,Yok,"15,6 inç",Nvidia GeForce RTX3060,GDDR6,N/A,6 GB,Harici,144 Hz,2 Yıl,Resmi Distribütör Garantili,1 TB,N/A,Q Türkçe + Numerik (Aydınlatmalı),Oyun,4.6,N/A,IPS,58.999 TL,32 GB,DDR4,Siyah,1 TB,2.3,Quantum Gaming Blueera Qn12 15.6''ıntel I7-11800h 32gb 1tb Ssd 6gb Rtx3060 Freedos Oyuncu Bilgisayar,1920 x 1080,Full HD (FHD),11800H,11. Nesil,Intel Core i7,8,Free Dos,3 Saat ve Altı
N/A,HDMI - USB,2 - 4 kg,Yok,18 inç,Nvidia GeForce RTX 4090,GDDR6,N/A,16 GB,Harici,240 Hz,2 Yıl,Resmi Distribütör Garantili,HDD Yok,N/A,Q Türkçe (RGB Aydınlatmalı),Oyun,N/A,N/A,IPS,,64 GB,DDR5,Siyah,2 TB,N/A,"ROG Strix SCAR 18 G834JY-N6041A5 i9-13980HX 64GB 2TBSSD RTX4090 18"" QHD+ W11P Taşınabilir Bilgi",2560 x 1600,WQXGA,13980HX,13. Nesil,Intel Core i9,24,Windows,N/A
N/A,USB - Bluetooth - HDMI,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4050,GDDR6,N/A,6 GB,Harici,144 Hz,2 Yıl,Asus Türkiye Garantili,HDD Yok,N/A,Q Türkçe (RGB Aydınlatmalı),Oyun,4.7,N/A,IPS,,8 GB,DDR5,Mecha Gray,512 GB,N/A,"Tuf Gaming A15 FA507NU R7 7735HS 8GB 512GB SSD RTX4050/6GB 15.6"" FHD FDOS LP051",1920 x 1080,Full HD (FHD),7735HS,7. Nesil,AMD Ryzen 7,8,Free Dos,N/A
4 GB,USB,2 - 4 kg,Yok,18 inç,Nvidia GeForce RTX 4070,GDDR6,140W,8 GB,Harici,240 Hz,2 Yıl,Asus Türkiye Garantili,HDD Yok,N/A,Q Türkçe + Numerik (RGB Aydınlatmalı),Oyun,N/A,N/A,IPS,123.950 TL,32 GB,DDR5,Koyu Gri,1 TB,N/A,"Rog Strix G18 I9 14900HX 32GB 1TB SSD RTX4070/8GB 18"" 240Hz FDOS G814JIRN6062-A14 &ANZARMouse",2560 x 1600,WQXGA,14900HX,14. Nesil,Intel Core i9,24,Free Dos,N/A
4 GB,USB,2 - 4 kg,Yok,18 inç,Nvidia GeForce RTX 4070,GDDR6,140W,8 GB,Harici,240 Hz,2 Yıl,Asus Türkiye Garantili,HDD Yok,N/A,Q Türkçe + Numerik (RGB Aydınlatmalı),Oyun,N/A,N/A,IPS,133.950 TL,16 GB,DDR5,Koyu Gri,4 TB,N/A,"Rog Strix G18 I9 14900HX 16GB 4TB SSD RTX4070/8GB 18"" 240Hz W11P G814JIRN6062-A72 &ANZARMouse",2560 x 1600,WQXGA,14900HX,14. Nesil,Intel Core i9,24,Windows,N/A
64 GB,USB - Bluetooth - HDMI,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4060,GDDR6,N/A,8 GB,Harici,144 Hz,2 Yıl,Resmi Distribütör Garantili,HDD Yok,N/A,Q Türkçe + Numerik (Aydınlatmalı),Oyun,4.5,N/A,IPS,48.948 TL,40 GB,DDR4,Koyu Gri,2 TB,N/A,"Victus Gaming 15 Intel Core i5 12500H 40GB 2 TB SSD RTX4060 W11PRO 15.6"" B03C7EA-T60",1920 x 1080,Full HD (FHD),12500H,12. Nesil,Intel Core i5,12+,Windows,N/A
64 GB,USB - Bluetooth - HDMI,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4060,GDDR6,N/A,8 GB,Harici,144 Hz,2 Yıl,Resmi Distribütör Garantili,HDD Yok,N/A,Q Türkçe + Numerik (Aydınlatmalı),Oyun,4.5,N/A,IPS,45.978 TL,24 GB,DDR4,Koyu Gri,2 TB,N/A,"Victus Gaming 15 Intel Core i5 12500H 24GB 2 TB SSD RTX4060 Freedos 15.6"" B03C7EA-T28",1920 x 1080,Full HD (FHD),12500H,12. Nesil,Intel Core i5,12+,Free Dos,N/A
64 GB,USB - Bluetooth - HDMI,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4060,GDDR6,N/A,8 GB,Harici,144 Hz,2 Yıl,Resmi Distribütör Garantili,HDD Yok,N/A,Q Türkçe + Numerik (Aydınlatmalı),Oyun,4.5,N/A,IPS,47.490 TL,40 GB,DDR4,Koyu Gri,2 TB,N/A,"Victus Gaming 15 Intel Core i5 12500H 40GB 2 TB SSD RTX4060 Freedos 15.6"" B03C7EA-T52",1920 x 1080,Full HD (FHD),12500H,12. Nesil,Intel Core i5,12+,Free Dos,N/A
64 GB,USB - Bluetooth - HDMI,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4060,GDDR6,N/A,8 GB,Harici,144 Hz,2 Yıl,Resmi Distribütör Garantili,HDD Yok,N/A,Q Türkçe + Numerik (Aydınlatmalı),Oyun,4.5,N/A,IPS,48.246 TL,32 GB,DDR4,Koyu Gri,2 TB,N/A,"Victus Gaming 15 Intel Core i5 12500H 32GB 2 TB SSD RTX4060 W11PRO 15.6"" B03C7EA-T48",1920 x 1080,Full HD (FHD),12500H,12. Nesil,Intel Core i5,12+,Windows,N/A
64 GB,USB - Bluetooth - HDMI,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4060,GDDR6,N/A,8 GB,Harici,144 Hz,2 Yıl,Resmi Distribütör Garantili,HDD Yok,N/A,Q Türkçe + Numerik (Aydınlatmalı),Oyun,4.5,N/A,IPS,47.328 TL,24 GB,DDR4,Koyu Gri,2 TB,N/A,"Victus Gaming 15 Intel Core i5 12500H 24GB 2 TB SSD RTX4060 W11HOME 15.6"" B03C7EA-T32",1920 x 1080,Full HD (FHD),12500H,12. Nesil,Intel Core i5,12+,Windows,N/A
64 GB,USB - Bluetooth - HDMI,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4060,GDDR6,N/A,8 GB,Harici,144 Hz,2 Yıl,Resmi Distribütör Garantili,HDD Yok,N/A,Q Türkçe + Numerik (Aydınlatmalı),Oyun,4.5,N/A,IPS,48.138 TL,32 GB,DDR4,Koyu Gri,2 TB,N/A,"Victus Gaming 15 Intel Core i5 12500H 32GB 2 TB SSD RTX4060 W11HOME 15.6"" B03C7EA-T44",1920 x 1080,Full HD (FHD),12500H,12. Nesil,Intel Core i5,12+,Windows,N/A
64 GB,USB - Bluetooth - HDMI,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4060,GDDR6,N/A,8 GB,Harici,144 Hz,2 Yıl,Resmi Distribütör Garantili,HDD Yok,N/A,Q Türkçe + Numerik (Aydınlatmalı),Oyun,4.5,N/A,IPS,48.840 TL,40 GB,DDR4,Koyu Gri,2 TB,N/A,"Victus Gaming 15 Intel Core i5 12500H 40GB 2 TB SSD RTX4060 W11HOME 15.6"" B03C7EA-T56",1920 x 1080,Full HD (FHD),12500H,12. Nesil,Intel Core i5,12+,Windows,N/A
64 GB,USB - Bluetooth - HDMI,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4060,GDDR6,N/A,8 GB,Harici,144 Hz,2 Yıl,Resmi Distribütör Garantili,HDD Yok,N/A,Q Türkçe + Numerik (Aydınlatmalı),Oyun,4.5,N/A,IPS,48.192 TL,48 GB,DDR4,Koyu Gri,2 TB,N/A,"Victus Gaming 15 Intel Core i5 12500H 48 GB 2 TB SSD RTX4060 Freedos 15.6"" B03C7EA-T64",1920 x 1080,Full HD (FHD),12500H,12. Nesil,Intel Core i5,12+,Free Dos,N/A
64 GB,USB - Bluetooth - HDMI,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4060,GDDR6,N/A,8 GB,Harici,144 Hz,2 Yıl,Resmi Distribütör Garantili,HDD Yok,N/A,Q Türkçe + Numerik (Aydınlatmalı),Oyun,4.5,N/A,IPS,44.844 TL,40 GB,DDR4,Koyu Gri,512 GB,N/A,"Victus Gaming 15 Intel Core i5 12500H 40GB 512 GB SSD RTX4060 W11HOME 15.6"" B03C7EA-T54",1920 x 1080,Full HD (FHD),12500H,12. Nesil,Intel Core i5,12+,Windows,N/A
64 GB,USB - Bluetooth - HDMI,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4060,GDDR6,N/A,8 GB,Harici,144 Hz,2 Yıl,Resmi Distribütör Garantili,HDD Yok,N/A,Q Türkçe + Numerik (Aydınlatmalı),Oyun,4.5,N/A,IPS,47.436 TL,24 GB,DDR4,Koyu Gri,2 TB,N/A,"Victus Gaming 15 Intel Core i5 12500H 24GB 2 TB SSD RTX4060 W11PRO 15.6"" B03C7EA-T36",1920 x 1080,Full HD (FHD),12500H,12. Nesil,Intel Core i5,12+,Windows,N/A
64 GB,USB - Bluetooth - HDMI,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4060,GDDR6,N/A,8 GB,Harici,144 Hz,2 Yıl,Resmi Distribütör Garantili,HDD Yok,N/A,Q Türkçe + Numerik (Aydınlatmalı),Oyun,4.5,N/A,IPS,47.166 TL,64 GB,DDR4,Koyu Gri,512 GB,N/A,"Victus Gaming 15 Intel Core i5 12500H 64GB 512 GB SSD RTX4060 W11PRO 15.6"" B03C7EA-T82",1920 x 1080,Full HD (FHD),12500H,12. Nesil,Intel Core i5,12+,Windows,N/A
64 GB,USB - Bluetooth - HDMI,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4050,GDDR6,N/A,6 GB,Harici,144 Hz,2 Yıl,Resmi Distribütör Garantili,HDD Yok,N/A,Q Türkçe + Numerik (Aydınlatmalı),Oyun,4.7,N/A,IPS,46.066 TL,32 GB,DDR4,Koyu Mavi,2 TB,N/A,"Victus Gaming 15-FA1033NT i5 13500H 32GB 2 TB SSD RTX4050 W11HOME 15.6"" FHD 7N9V2EA-T44",1920 x 1080,Full HD (FHD),13500H,13. Nesil,Intel Core i5,12+,Windows,N/A
64 GB,USB - Bluetooth - HDMI,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4050,GDDR6,N/A,6 GB,Harici,144 Hz,2 Yıl,Resmi Distribütör Garantili,HDD Yok,N/A,Q Türkçe + Numerik (Aydınlatmalı),Oyun,4.7,N/A,IPS,47.031 TL,40 GB,DDR4,Koyu Mavi,2 TB,N/A,"Victus Gaming 15-FA1033NT i5 13500H 40GB 2 TB SSD RTX4050 Freedos 15.6"" FHD 7N9V2EA-T52",1920 x 1080,Full HD (FHD),13500H,13. Nesil,Intel Core i5,12+,Free Dos,N/A
64 GB,USB - Bluetooth - HDMI,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4050,GDDR6,N/A,6 GB,Harici,144 Hz,2 Yıl,Resmi Distribütör Garantili,HDD Yok,N/A,Q Türkçe + Numerik (Aydınlatmalı),Oyun,4.7,N/A,IPS,46.275 TL,64 GB,DDR4,Koyu Mavi,1 TB,N/A,"Victus Gaming 15-FA1033NT i5 13500H 64GB 1 TB SSD RTX4050 Freedos 15.6"" FHD 7N9V2EA-T75",1920 x 1080,Full HD (FHD),13500H,13. Nesil,Intel Core i5,12+,Free Dos,N/A
64 GB,USB - Bluetooth - HDMI,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4050,GDDR6,N/A,6 GB,Harici,144 Hz,2 Yıl,Resmi Distribütör Garantili,HDD Yok,N/A,Q Türkçe + Numerik (Aydınlatmalı),Oyun,4.7,N/A,IPS,45.195 TL,48 GB,DDR4,Koyu Mavi,512 GB,N/A,"Victus Gaming 15-FA1033NT i5 13500H 48 GB 512 GB SSD RTX4050 W11PRO 15.6"" FHD 7N9V2EA-T70",1920 x 1080,Full HD (FHD),13500H,13. Nesil,Intel Core i5,12+,Windows,N/A
64 GB,USB - Bluetooth - HDMI,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4050,GDDR6,N/A,6 GB,Harici,144 Hz,2 Yıl,Resmi Distribütör Garantili,HDD Yok,N/A,Q Türkçe + Numerik (Aydınlatmalı),Oyun,4.7,N/A,IPS,43.006 TL,32 GB,DDR4,Koyu Mavi,1 TB,N/A,"Victus Gaming 15-FA1033NT i5 13500H 32GB 1 TB SSD RTX4050 W11PRO 15.6"" FHD 7N9V2EA-T47",1920 x 1080,Full HD (FHD),13500H,13. Nesil,Intel Core i5,12+,Windows,N/A
64 GB,USB - Bluetooth - HDMI,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4050,GDDR6,N/A,6 GB,Harici,144 Hz,2 Yıl,Resmi Distribütör Garantili,HDD Yok,N/A,Q Türkçe + Numerik (Aydınlatmalı),Oyun,4.7,N/A,IPS,43.591 TL,32 GB,DDR4,Koyu Mavi,2 TB,N/A,"Victus Gaming 15-FA1033NT i5 13500H 32GB 2 TB SSD RTX4050 Freedos 15.6"" FHD 7N9V2EA-T40",1920 x 1080,Full HD (FHD),13500H,13. Nesil,Intel Core i5,12+,Free Dos,N/A
64 GB,USB - Bluetooth - HDMI,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4050,GDDR6,N/A,6 GB,Harici,144 Hz,2 Yıl,Resmi Distribütör Garantili,HDD Yok,N/A,Q Türkçe + Numerik (Aydınlatmalı),Oyun,4.7,N/A,IPS,44.635 TL,16 GB,DDR4,Koyu Mavi,2 TB,N/A,"Victus Gaming 15-FA1033NT i5 13500H 16GB 2 TB SSD RTX4050 W11HOME 15.6"" FHD 7N9V2EA-T20",1920 x 1080,Full HD (FHD),13500H,13. Nesil,Intel Core i5,12+,Windows,N/A
64 GB,USB - Bluetooth - HDMI,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4050,GDDR6,N/A,6 GB,Harici,144 Hz,2 Yıl,Resmi Distribütör Garantili,HDD Yok,N/A,Q Türkçe + Numerik (Aydınlatmalı),Oyun,4.7,N/A,IPS,49.083 TL,48 GB,DDR4,Koyu Mavi,2 TB,N/A,"Victus Gaming 15-FA1033NT i5 13500H 48 GB 2 TB SSD RTX4050 W11HOME 15.6"" FHD 7N9V2EA-T68",1920 x 1080,Full HD (FHD),13500H,13. Nesil,Intel Core i5,12+,Windows,N/A
64 GB,USB - Bluetooth - HDMI,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4050,GDDR6,N/A,6 GB,Harici,144 Hz,2 Yıl,Resmi Distribütör Garantili,HDD Yok,N/A,Q Türkçe + Numerik (Aydınlatmalı),Oyun,4.7,N/A,IPS,44.041 TL,32 GB,DDR4,Koyu Mavi,1 TB,N/A,"Victus Gaming 15-FA1033NT i5 13500H 32GB 1 TB SSD RTX4050 W11HOME 15.6"" FHD 7N9V2EA-T43",1920 x 1080,Full HD (FHD),13500H,13. Nesil,Intel Core i5,12+,Windows,N/A
64 GB,USB - Bluetooth - HDMI,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4050,GDDR6,N/A,6 GB,Harici,144 Hz,2 Yıl,Resmi Distribütör Garantili,HDD Yok,N/A,Q Türkçe + Numerik (Aydınlatmalı),Oyun,4.7,N/A,IPS,45.087 TL,48 GB,DDR4,Koyu Mavi,512 GB,N/A,"Victus Gaming 15-FA1033NT i5 13500H 48 GB 512 GB SSD RTX4050 W11HOME 15.6"" FHD 7N9V2EA-T66",1920 x 1080,Full HD (FHD),13500H,13. Nesil,Intel Core i5,12+,Windows,N/A
64 GB,USB - Bluetooth - HDMI,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4050,GDDR6,N/A,6 GB,Harici,144 Hz,2 Yıl,Resmi Distribütör Garantili,HDD Yok,N/A,Q Türkçe + Numerik (Aydınlatmalı),Oyun,4.7,N/A,IPS,45.249 TL,64 GB,DDR4,Koyu Mavi,512 GB,N/A,"Victus Gaming 15-FA1033NT i5 13500H 64GB 512 GB SSD RTX4050 Freedos 15.6"" FHD 7N9V2EA-T74",1920 x 1080,Full HD (FHD),13500H,13. Nesil,Intel Core i5,12+,Free Dos,N/A
64 GB,USB - Bluetooth - HDMI,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4050,GDDR6,N/A,6 GB,Harici,144 Hz,2 Yıl,Resmi Distribütör Garantili,HDD Yok,N/A,Q Türkçe + Numerik (Aydınlatmalı),Oyun,4.7,N/A,IPS,42.958 TL,16 GB,DDR4,Koyu Mavi,2 TB,N/A,"Victus Gaming 15-FA1033NT i5 13500H 16GB 2 TB SSD RTX4050 Freedos 15.6"" FHD 7N9V2EA-T16",1920 x 1080,Full HD (FHD),13500H,13. Nesil,Intel Core i5,12+,Free Dos,N/A
64 GB,USB - Bluetooth - HDMI,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4050,GDDR6,N/A,6 GB,Harici,144 Hz,2 Yıl,Resmi Distribütör Garantili,HDD Yok,N/A,Q Türkçe + Numerik (Aydınlatmalı),Oyun,4.7,N/A,IPS,46.831 TL,32 GB,DDR4,Koyu Mavi,2 TB,N/A,"Victus Gaming 15-FA1033NT i5 13500H 32GB 2 TB SSD RTX4050 W11PRO 15.6"" FHD 7N9V2EA-T48",1920 x 1080,Full HD (FHD),13500H,13. Nesil,Intel Core i5,12+,Windows,N/A
